ymin	ymax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	PANEL	group
1972.5	1973.5	1973 1977	année	1973	année	1977	1	681
1973.5	1974.5	1974 1977	année	1974	année	1977	1	732
1974.5	1975.5	1975 1977	année	1975	année	1977	1	783
1975.5	1976.5	1976 1977	année	1976	année	1977	1	834
1976.5	1977.5	1	année	1977	année	1977	1	1
1977.5	1978.5	1978 1977	année	1978	année	1977	1	937
1978.5	1979.5	1979 1977	année	1979	année	1977	1	988
1979.5	1980.5	1980 1977	année	1980	année	1977	1	1039
1980.5	1981.5	1981 1977	année	1981	année	1977	1	1090
1981.5	1982.5	1982 1977	année	1982	année	1977	1	1141
1982.5	1983.5	1983 1977	année	1983	année	1977	1	1192
1983.5	1984.5	1984 1977	année	1984	année	1977	1	1243
1984.5	1985.5	1985 1977	année	1985	année	1977	1	1294
1985.5	1986.5	1986 1977	année	1986	année	1977	1	1345
1986.5	1987.5	1987 1977	année	1987	année	1977	1	1396
1987.5	1988.5	1988 1977	année	1988	année	1977	1	1447
1988.5	1989.5	1989 1977	année	1989	année	1977	1	1498
1989.5	1990.5	1990 1977	année	1990	année	1977	1	1549
1990.5	1991.5	1991 1977	année	1991	année	1977	1	1600
1991.5	1992.5	1992 1977	année	1992	année	1977	1	1651
1992.5	1993.5	1993 1977	année	1993	année	1977	1	1702
1993.5	1994.5	1994 1977	année	1994	année	1977	1	1753
1994.5	1995.5	1995 1977	année	1995	année	1977	1	1804
1995.5	1996.5	1996 1977	année	1996	année	1977	1	1855
1996.5	1997.5	1997 1977	année	1997	année	1977	1	1906
1997.5	1998.5	1998 1977	année	1998	année	1977	1	1957
1998.5	1999.5	1999 1977	année	1999	année	1977	1	2008
1999.5	2000.5	2000 1977	année	2000	année	1977	1	2059
2000.5	2001.5	2001 1977	année	2001	année	1977	1	2110
2001.5	2002.5	2002 1977	année	2002	année	1977	1	2161
2002.5	2003.5	2003 1977	année	2003	année	1977	1	2212
2003.5	2004.5	2004 1977	année	2004	année	1977	1	2263
2004.5	2005.5	2005 1977	année	2005	année	1977	1	2314
2005.5	2006.5	2006 1977	année	2006	année	1977	1	2365
2006.5	2007.5	2007 1977	année	2007	année	1977	1	2416
2007.5	2008.5	2008 1977	année	2008	année	1977	1	2467
2008.5	2009.5	2009 1977	année	2009	année	1977	1	2518
2009.5	2010.5	2010 1977	année	2010	année	1977	1	2569
2010.5	2011.5	2011 1977	année	2011	année	1977	1	2620
1959.5	1960.5	1960 1978	année	1960	année	1978	1	19
1960.5	1961.5	1961 1978	année	1961	année	1978	1	70
1961.5	1962.5	1962 1978	année	1962	année	1978	1	121
1962.5	1963.5	1963 1978	année	1963	année	1978	1	172
1963.5	1964.5	1964 1978	année	1964	année	1978	1	223
1964.5	1965.5	1965 1978	année	1965	année	1978	1	274
1965.5	1966.5	1966 1978	année	1966	année	1978	1	325
1966.5	1967.5	1967 1978	année	1967	année	1978	1	376
1967.5	1968.5	1968 1978	année	1968	année	1978	1	427
1968.5	1969.5	1969 1978	année	1969	année	1978	1	478
1969.5	1970.5	1970 1978	année	1970	année	1978	1	529
1970.5	1971.5	1971 1978	année	1971	année	1978	1	580
1971.5	1972.5	1972 1978	année	1972	année	1978	1	631
1972.5	1973.5	1973 1978	année	1973	année	1978	1	682
1973.5	1974.5	1974 1978	année	1974	année	1978	1	733
1974.5	1975.5	1975 1978	année	1975	année	1978	1	784
1975.5	1976.5	1976 1978	année	1976	année	1978	1	835
1976.5	1977.5	1977 1978	année	1977	année	1978	1	886
1977.5	1978.5	1	année	1978	année	1978	1	1
1978.5	1979.5	1979 1978	année	1979	année	1978	1	989
1979.5	1980.5	1980 1978	année	1980	année	1978	1	1040
1980.5	1981.5	1981 1978	année	1981	année	1978	1	1091
1981.5	1982.5	1982 1978	année	1982	année	1978	1	1142
1982.5	1983.5	1983 1978	année	1983	année	1978	1	1193
1983.5	1984.5	1984 1978	année	1984	année	1978	1	1244
1984.5	1985.5	1985 1978	année	1985	année	1978	1	1295
1985.5	1986.5	1986 1978	année	1986	année	1978	1	1346
1986.5	1987.5	1987 1978	année	1987	année	1978	1	1397
1987.5	1988.5	1988 1978	année	1988	année	1978	1	1448
1988.5	1989.5	1989 1978	année	1989	année	1978	1	1499
1989.5	1990.5	1990 1978	année	1990	année	1978	1	1550
1990.5	1991.5	1991 1978	année	1991	année	1978	1	1601
1991.5	1992.5	1992 1978	année	1992	année	1978	1	1652
1992.5	1993.5	1993 1978	année	1993	année	1978	1	1703
1993.5	1994.5	1994 1978	année	1994	année	1978	1	1754
1994.5	1995.5	1995 1978	année	1995	année	1978	1	1805
1995.5	1996.5	1996 1978	année	1996	année	1978	1	1856
1996.5	1997.5	1997 1978	année	1997	année	1978	1	1907
1997.5	1998.5	1998 1978	année	1998	année	1978	1	1958
1998.5	1999.5	1999 1978	année	1999	année	1978	1	2009
1999.5	2000.5	2000 1978	année	2000	année	1978	1	2060
2000.5	2001.5	2001 1978	année	2001	année	1978	1	2111
2001.5	2002.5	2002 1978	année	2002	année	1978	1	2162
2002.5	2003.5	2003 1978	année	2003	année	1978	1	2213
2003.5	2004.5	2004 1978	année	2004	année	1978	1	2264
2004.5	2005.5	2005 1978	année	2005	année	1978	1	2315
2005.5	2006.5	2006 1978	année	2006	année	1978	1	2366
2006.5	2007.5	2007 1978	année	2007	année	1978	1	2417
2007.5	2008.5	2008 1978	année	2008	année	1978	1	2468
2008.5	2009.5	2009 1978	année	2009	année	1978	1	2519
2009.5	2010.5	2010 1978	année	2010	année	1978	1	2570
2010.5	2011.5	2011 1978	année	2011	année	1978	1	2621
1959.5	1960.5	1960 1979	année	1960	année	1979	1	20
1960.5	1961.5	1961 1979	année	1961	année	1979	1	71
1961.5	1962.5	1962 1979	année	1962	année	1979	1	122
1962.5	1963.5	1963 1979	année	1963	année	1979	1	173
1963.5	1964.5	1964 1979	année	1964	année	1979	1	224
1964.5	1965.5	1965 1979	année	1965	année	1979	1	275
1965.5	1966.5	1966 1979	année	1966	année	1979	1	326
1966.5	1967.5	1967 1979	année	1967	année	1979	1	377
1967.5	1968.5	1968 1979	année	1968	année	1979	1	428
1968.5	1969.5	1969 1979	année	1969	année	1979	1	479
1969.5	1970.5	1970 1979	année	1970	année	1979	1	530
1970.5	1971.5	1971 1979	année	1971	année	1979	1	581
1971.5	1972.5	1972 1979	année	1972	année	1979	1	632
1972.5	1973.5	1973 1979	année	1973	année	1979	1	683
1973.5	1974.5	1974 1979	année	1974	année	1979	1	734
1974.5	1975.5	1975 1979	année	1975	année	1979	1	785
1975.5	1976.5	1976 1979	année	1976	année	1979	1	836
1976.5	1977.5	1977 1979	année	1977	année	1979	1	887
1977.5	1978.5	1978 1979	année	1978	année	1979	1	938
1978.5	1979.5	1	année	1979	année	1979	1	1
1979.5	1980.5	1980 1979	année	1980	année	1979	1	1041
1980.5	1981.5	1981 1979	année	1981	année	1979	1	1092
1981.5	1982.5	1982 1979	année	1982	année	1979	1	1143
1982.5	1983.5	1983 1979	année	1983	année	1979	1	1194
1983.5	1984.5	1984 1979	année	1984	année	1979	1	1245
1984.5	1985.5	1985 1979	année	1985	année	1979	1	1296
1985.5	1986.5	1986 1979	année	1986	année	1979	1	1347
1986.5	1987.5	1987 1979	année	1987	année	1979	1	1398
1987.5	1988.5	1988 1979	année	1988	année	1979	1	1449
1988.5	1989.5	1989 1979	année	1989	année	1979	1	1500
1989.5	1990.5	1990 1979	année	1990	année	1979	1	1551
1990.5	1991.5	1991 1979	année	1991	année	1979	1	1602
1991.5	1992.5	1992 1979	année	1992	année	1979	1	1653
1992.5	1993.5	1993 1979	année	1993	année	1979	1	1704
1993.5	1994.5	1994 1979	année	1994	année	1979	1	1755
1994.5	1995.5	1995 1979	année	1995	année	1979	1	1806
1995.5	1996.5	1996 1979	année	1996	année	1979	1	1857
1996.5	1997.5	1997 1979	année	1997	année	1979	1	1908
1997.5	1998.5	1998 1979	année	1998	année	1979	1	1959
1998.5	1999.5	1999 1979	année	1999	année	1979	1	2010
1999.5	2000.5	2000 1979	année	2000	année	1979	1	2061
2000.5	2001.5	2001 1979	année	2001	année	1979	1	2112
2001.5	2002.5	2002 1979	année	2002	année	1979	1	2163
2002.5	2003.5	2003 1979	année	2003	année	1979	1	2214
2003.5	2004.5	2004 1979	année	2004	année	1979	1	2265
2004.5	2005.5	2005 1979	année	2005	année	1979	1	2316
2005.5	2006.5	2006 1979	année	2006	année	1979	1	2367
2006.5	2007.5	2007 1979	année	2007	année	1979	1	2418
2007.5	2008.5	2008 1979	année	2008	année	1979	1	2469
2008.5	2009.5	2009 1979	année	2009	année	1979	1	2520
2009.5	2010.5	2010 1979	année	2010	année	1979	1	2571
2010.5	2011.5	2011 1979	année	2011	année	1979	1	2622
1959.5	1960.5	1960 1980	année	1960	année	1980	1	21
1960.5	1961.5	1961 1980	année	1961	année	1980	1	72
1961.5	1962.5	1962 1980	année	1962	année	1980	1	123
1962.5	1963.5	1963 1980	année	1963	année	1980	1	174
1963.5	1964.5	1964 1980	année	1964	année	1980	1	225
1964.5	1965.5	1965 1980	année	1965	année	1980	1	276
1965.5	1966.5	1966 1980	année	1966	année	1980	1	327
1966.5	1967.5	1967 1980	année	1967	année	1980	1	378
1967.5	1968.5	1968 1980	année	1968	année	1980	1	429
1968.5	1969.5	1969 1980	année	1969	année	1980	1	480
1969.5	1970.5	1970 1980	année	1970	année	1980	1	531
1970.5	1971.5	1971 1980	année	1971	année	1980	1	582
1971.5	1972.5	1972 1980	année	1972	année	1980	1	633
1972.5	1973.5	1973 1980	année	1973	année	1980	1	684
1973.5	1974.5	1974 1980	année	1974	année	1980	1	735
1974.5	1975.5	1975 1980	année	1975	année	1980	1	786
1975.5	1976.5	1976 1980	année	1976	année	1980	1	837
1976.5	1977.5	1977 1980	année	1977	année	1980	1	888
1977.5	1978.5	1978 1980	année	1978	année	1980	1	939
1978.5	1979.5	1979 1980	année	1979	année	1980	1	990
1979.5	1980.5	1	année	1980	année	1980	1	1
1980.5	1981.5	1981 1980	année	1981	année	1980	1	1093
1981.5	1982.5	1982 1980	année	1982	année	1980	1	1144
1982.5	1983.5	1983 1980	année	1983	année	1980	1	1195
1983.5	1984.5	1984 1980	année	1984	année	1980	1	1246
1984.5	1985.5	1985 1980	année	1985	année	1980	1	1297
1985.5	1986.5	1986 1980	année	1986	année	1980	1	1348
1986.5	1987.5	1987 1980	année	1987	année	1980	1	1399
1987.5	1988.5	1988 1980	année	1988	année	1980	1	1450
1988.5	1989.5	1989 1980	année	1989	année	1980	1	1501
1989.5	1990.5	1990 1980	année	1990	année	1980	1	1552
1990.5	1991.5	1991 1980	année	1991	année	1980	1	1603
1991.5	1992.5	1992 1980	année	1992	année	1980	1	1654
1992.5	1993.5	1993 1980	année	1993	année	1980	1	1705
1993.5	1994.5	1994 1980	année	1994	année	1980	1	1756
1994.5	1995.5	1995 1980	année	1995	année	1980	1	1807
1995.5	1996.5	1996 1980	année	1996	année	1980	1	1858
1996.5	1997.5	1997 1980	année	1997	année	1980	1	1909
1997.5	1998.5	1998 1980	année	1998	année	1980	1	1960
1998.5	1999.5	1999 1980	année	1999	année	1980	1	2011
1999.5	2000.5	2000 1980	année	2000	année	1980	1	2062
2000.5	2001.5	2001 1980	année	2001	année	1980	1	2113
2001.5	2002.5	2002 1980	année	2002	année	1980	1	2164
2002.5	2003.5	2003 1980	année	2003	année	1980	1	2215
2003.5	2004.5	2004 1980	année	2004	année	1980	1	2266
2004.5	2005.5	2005 1980	année	2005	année	1980	1	2317
2005.5	2006.5	2006 1980	année	2006	année	1980	1	2368
2006.5	2007.5	2007 1980	année	2007	année	1980	1	2419
2007.5	2008.5	2008 1980	année	2008	année	1980	1	2470
2008.5	2009.5	2009 1980	année	2009	année	1980	1	2521
2009.5	2010.5	2010 1980	année	2010	année	1980	1	2572
2010.5	2011.5	2011 1980	année	2011	année	1980	1	2623
1959.5	1960.5	1960 1981	année	1960	année	1981	1	22
1960.5	1961.5	1961 1981	année	1961	année	1981	1	73
1961.5	1962.5	1962 1981	année	1962	année	1981	1	124
1962.5	1963.5	1963 1981	année	1963	année	1981	1	175
1963.5	1964.5	1964 1981	année	1964	année	1981	1	226
1964.5	1965.5	1965 1981	année	1965	année	1981	1	277
1965.5	1966.5	1966 1981	année	1966	année	1981	1	328
1966.5	1967.5	1967 1981	année	1967	année	1981	1	379
1967.5	1968.5	1968 1981	année	1968	année	1981	1	430
1968.5	1969.5	1969 1981	année	1969	année	1981	1	481
1969.5	1970.5	1970 1981	année	1970	année	1981	1	532
1970.5	1971.5	1971 1981	année	1971	année	1981	1	583
1971.5	1972.5	1972 1981	année	1972	année	1981	1	634
1972.5	1973.5	1973 1981	année	1973	année	1981	1	685
1973.5	1974.5	1974 1981	année	1974	année	1981	1	736
1974.5	1975.5	1975 1981	année	1975	année	1981	1	787
1975.5	1976.5	1976 1981	année	1976	année	1981	1	838
1976.5	1977.5	1977 1981	année	1977	année	1981	1	889
1977.5	1978.5	1978 1981	année	1978	année	1981	1	940
1978.5	1979.5	1979 1981	année	1979	année	1981	1	991
1979.5	1980.5	1980 1981	année	1980	année	1981	1	1042
1980.5	1981.5	1	année	1981	année	1981	1	1
1981.5	1982.5	1982 1981	année	1982	année	1981	1	1145
1982.5	1983.5	1983 1981	année	1983	année	1981	1	1196
1983.5	1984.5	1984 1981	année	1984	année	1981	1	1247
1984.5	1985.5	1985 1981	année	1985	année	1981	1	1298
1985.5	1986.5	1986 1981	année	1986	année	1981	1	1349
1986.5	1987.5	1987 1981	année	1987	année	1981	1	1400
1987.5	1988.5	1988 1981	année	1988	année	1981	1	1451
1988.5	1989.5	1989 1981	année	1989	année	1981	1	1502
1989.5	1990.5	1990 1981	année	1990	année	1981	1	1553
1990.5	1991.5	1991 1981	année	1991	année	1981	1	1604
1991.5	1992.5	1992 1981	année	1992	année	1981	1	1655
1992.5	1993.5	1993 1981	année	1993	année	1981	1	1706
1993.5	1994.5	1994 1981	année	1994	année	1981	1	1757
1994.5	1995.5	1995 1981	année	1995	année	1981	1	1808
1995.5	1996.5	1996 1981	année	1996	année	1981	1	1859
1996.5	1997.5	1997 1981	année	1997	année	1981	1	1910
1997.5	1998.5	1998 1981	année	1998	année	1981	1	1961
1998.5	1999.5	1999 1981	année	1999	année	1981	1	2012
1999.5	2000.5	2000 1981	année	2000	année	1981	1	2063
2000.5	2001.5	2001 1981	année	2001	année	1981	1	2114
2001.5	2002.5	2002 1981	année	2002	année	1981	1	2165
2002.5	2003.5	2003 1981	année	2003	année	1981	1	2216
2003.5	2004.5	2004 1981	année	2004	année	1981	1	2267
2004.5	2005.5	2005 1981	année	2005	année	1981	1	2318
2005.5	2006.5	2006 1981	année	2006	année	1981	1	2369
2006.5	2007.5	2007 1981	année	2007	année	1981	1	2420
2007.5	2008.5	2008 1981	année	2008	année	1981	1	2471
2008.5	2009.5	2009 1981	année	2009	année	1981	1	2522
2009.5	2010.5	2010 1981	année	2010	année	1981	1	2573
2010.5	2011.5	2011 1981	année	2011	année	1981	1	2624
1959.5	1960.5	1960 1982	année	1960	année	1982	1	23
1960.5	1961.5	1961 1982	année	1961	année	1982	1	74
1961.5	1962.5	1962 1982	année	1962	année	1982	1	125
1962.5	1963.5	1963 1982	année	1963	année	1982	1	176
1963.5	1964.5	1964 1982	année	1964	année	1982	1	227
1964.5	1965.5	1965 1982	année	1965	année	1982	1	278
1965.5	1966.5	1966 1982	année	1966	année	1982	1	329
1966.5	1967.5	1967 1982	année	1967	année	1982	1	380
1967.5	1968.5	1968 1982	année	1968	année	1982	1	431
1968.5	1969.5	1969 1982	année	1969	année	1982	1	482
1969.5	1970.5	1970 1982	année	1970	année	1982	1	533
1970.5	1971.5	1971 1982	année	1971	année	1982	1	584
1971.5	1972.5	1972 1982	année	1972	année	1982	1	635
1972.5	1973.5	1973 1982	année	1973	année	1982	1	686
1973.5	1974.5	1974 1982	année	1974	année	1982	1	737
1974.5	1975.5	1975 1982	année	1975	année	1982	1	788
1975.5	1976.5	1976 1982	année	1976	année	1982	1	839
1976.5	1977.5	1977 1982	année	1977	année	1982	1	890
1977.5	1978.5	1978 1982	année	1978	année	1982	1	941
1978.5	1979.5	1979 1982	année	1979	année	1982	1	992
1979.5	1980.5	1980 1982	année	1980	année	1982	1	1043
1980.5	1981.5	1981 1982	année	1981	année	1982	1	1094
1981.5	1982.5	1	année	1982	année	1982	1	1
1982.5	1983.5	1983 1982	année	1983	année	1982	1	1197
1983.5	1984.5	1984 1982	année	1984	année	1982	1	1248
1984.5	1985.5	1985 1982	année	1985	année	1982	1	1299
1985.5	1986.5	1986 1982	année	1986	année	1982	1	1350
1986.5	1987.5	1987 1982	année	1987	année	1982	1	1401
1987.5	1988.5	1988 1982	année	1988	année	1982	1	1452
1988.5	1989.5	1989 1982	année	1989	année	1982	1	1503
1989.5	1990.5	1990 1982	année	1990	année	1982	1	1554
1990.5	1991.5	1991 1982	année	1991	année	1982	1	1605
1991.5	1992.5	1992 1982	année	1992	année	1982	1	1656
1992.5	1993.5	1993 1982	année	1993	année	1982	1	1707
1993.5	1994.5	1994 1982	année	1994	année	1982	1	1758
1994.5	1995.5	1995 1982	année	1995	année	1982	1	1809
1995.5	1996.5	1996 1982	année	1996	année	1982	1	1860
1996.5	1997.5	1997 1982	année	1997	année	1982	1	1911
1997.5	1998.5	1998 1982	année	1998	année	1982	1	1962
1998.5	1999.5	1999 1982	année	1999	année	1982	1	2013
1999.5	2000.5	2000 1982	année	2000	année	1982	1	2064
2000.5	2001.5	2001 1982	année	2001	année	1982	1	2115
2001.5	2002.5	2002 1982	année	2002	année	1982	1	2166
2002.5	2003.5	2003 1982	année	2003	année	1982	1	2217
2003.5	2004.5	2004 1982	année	2004	année	1982	1	2268
2004.5	2005.5	2005 1982	année	2005	année	1982	1	2319
2005.5	2006.5	2006 1982	année	2006	année	1982	1	2370
2006.5	2007.5	2007 1982	année	2007	année	1982	1	2421
2007.5	2008.5	2008 1982	année	2008	année	1982	1	2472
2008.5	2009.5	2009 1982	année	2009	année	1982	1	2523
2009.5	2010.5	2010 1982	année	2010	année	1982	1	2574
2010.5	2011.5	2011 1982	année	2011	année	1982	1	2625
1959.5	1960.5	1960 1983	année	1960	année	1983	1	24
1960.5	1961.5	1961 1983	année	1961	année	1983	1	75
1961.5	1962.5	1962 1983	année	1962	année	1983	1	126
1962.5	1963.5	1963 1983	année	1963	année	1983	1	177
1963.5	1964.5	1964 1983	année	1964	année	1983	1	228
1964.5	1965.5	1965 1983	année	1965	année	1983	1	279
1965.5	1966.5	1966 1983	année	1966	année	1983	1	330
1966.5	1967.5	1967 1983	année	1967	année	1983	1	381
1967.5	1968.5	1968 1983	année	1968	année	1983	1	432
1968.5	1969.5	1969 1983	année	1969	année	1983	1	483
1969.5	1970.5	1970 1983	année	1970	année	1983	1	534
1970.5	1971.5	1971 1983	année	1971	année	1983	1	585
1971.5	1972.5	1972 1983	année	1972	année	1983	1	636
1972.5	1973.5	1973 1983	année	1973	année	1983	1	687
1973.5	1974.5	1974 1983	année	1974	année	1983	1	738
1974.5	1975.5	1975 1983	année	1975	année	1983	1	789
1975.5	1976.5	1976 1983	année	1976	année	1983	1	840
1976.5	1977.5	1977 1983	année	1977	année	1983	1	891
1977.5	1978.5	1978 1983	année	1978	année	1983	1	942
1978.5	1979.5	1979 1983	année	1979	année	1983	1	993
1979.5	1980.5	1980 1983	année	1980	année	1983	1	1044
1980.5	1981.5	1981 1983	année	1981	année	1983	1	1095
1981.5	1982.5	1982 1983	année	1982	année	1983	1	1146
1982.5	1983.5	1	année	1983	année	1983	1	1
1983.5	1984.5	1984 1983	année	1984	année	1983	1	1249
1984.5	1985.5	1985 1983	année	1985	année	1983	1	1300
1985.5	1986.5	1986 1983	année	1986	année	1983	1	1351
1986.5	1987.5	1987 1983	année	1987	année	1983	1	1402
1987.5	1988.5	1988 1983	année	1988	année	1983	1	1453
1988.5	1989.5	1989 1983	année	1989	année	1983	1	1504
1989.5	1990.5	1990 1983	année	1990	année	1983	1	1555
1990.5	1991.5	1991 1983	année	1991	année	1983	1	1606
1991.5	1992.5	1992 1983	année	1992	année	1983	1	1657
1992.5	1993.5	1993 1983	année	1993	année	1983	1	1708
1993.5	1994.5	1994 1983	année	1994	année	1983	1	1759
1994.5	1995.5	1995 1983	année	1995	année	1983	1	1810
1995.5	1996.5	1996 1983	année	1996	année	1983	1	1861
1996.5	1997.5	1997 1983	année	1997	année	1983	1	1912
1997.5	1998.5	1998 1983	année	1998	année	1983	1	1963
1998.5	1999.5	1999 1983	année	1999	année	1983	1	2014
1999.5	2000.5	2000 1983	année	2000	année	1983	1	2065
2000.5	2001.5	2001 1983	année	2001	année	1983	1	2116
2001.5	2002.5	2002 1983	année	2002	année	1983	1	2167
2002.5	2003.5	2003 1983	année	2003	année	1983	1	2218
2003.5	2004.5	2004 1983	année	2004	année	1983	1	2269
2004.5	2005.5	2005 1983	année	2005	année	1983	1	2320
2005.5	2006.5	2006 1983	année	2006	année	1983	1	2371
2006.5	2007.5	2007 1983	année	2007	année	1983	1	2422
2007.5	2008.5	2008 1983	année	2008	année	1983	1	2473
2008.5	2009.5	2009 1983	année	2009	année	1983	1	2524
2009.5	2010.5	2010 1983	année	2010	année	1983	1	2575
2010.5	2011.5	2011 1983	année	2011	année	1983	1	2626
1959.5	1960.5	1960 1984	année	1960	année	1984	1	25
1960.5	1961.5	1961 1984	année	1961	année	1984	1	76
1961.5	1962.5	1962 1984	année	1962	année	1984	1	127
1962.5	1963.5	1963 1984	année	1963	année	1984	1	178
1963.5	1964.5	1964 1984	année	1964	année	1984	1	229
1964.5	1965.5	1965 1984	année	1965	année	1984	1	280
1965.5	1966.5	1966 1984	année	1966	année	1984	1	331
1966.5	1967.5	1967 1984	année	1967	année	1984	1	382
1967.5	1968.5	1968 1984	année	1968	année	1984	1	433
1968.5	1969.5	1969 1984	année	1969	année	1984	1	484
1969.5	1970.5	1970 1984	année	1970	année	1984	1	535
1970.5	1971.5	1971 1984	année	1971	année	1984	1	586
1971.5	1972.5	1972 1984	année	1972	année	1984	1	637
1972.5	1973.5	1973 1984	année	1973	année	1984	1	688
1973.5	1974.5	1974 1984	année	1974	année	1984	1	739
1974.5	1975.5	1975 1984	année	1975	année	1984	1	790
1975.5	1976.5	1976 1984	année	1976	année	1984	1	841
1976.5	1977.5	1977 1984	année	1977	année	1984	1	892
1977.5	1978.5	1978 1984	année	1978	année	1984	1	943
1978.5	1979.5	1979 1984	année	1979	année	1984	1	994
1979.5	1980.5	1980 1984	année	1980	année	1984	1	1045
1980.5	1981.5	1981 1984	année	1981	année	1984	1	1096
1981.5	1982.5	1982 1984	année	1982	année	1984	1	1147
1982.5	1983.5	1983 1984	année	1983	année	1984	1	1198
1983.5	1984.5	1	année	1984	année	1984	1	1
1984.5	1985.5	1985 1984	année	1985	année	1984	1	1301
1985.5	1986.5	1986 1984	année	1986	année	1984	1	1352
1986.5	1987.5	1987 1984	année	1987	année	1984	1	1403
1987.5	1988.5	1988 1984	année	1988	année	1984	1	1454
1988.5	1989.5	1989 1984	année	1989	année	1984	1	1505
1989.5	1990.5	1990 1984	année	1990	année	1984	1	1556
1990.5	1991.5	1991 1984	année	1991	année	1984	1	1607
1991.5	1992.5	1992 1984	année	1992	année	1984	1	1658
1992.5	1993.5	1993 1984	année	1993	année	1984	1	1709
1993.5	1994.5	1994 1984	année	1994	année	1984	1	1760
1994.5	1995.5	1995 1984	année	1995	année	1984	1	1811
1995.5	1996.5	1996 1984	année	1996	année	1984	1	1862
1996.5	1997.5	1997 1984	année	1997	année	1984	1	1913
1997.5	1998.5	1998 1984	année	1998	année	1984	1	1964
1998.5	1999.5	1999 1984	année	1999	année	1984	1	2015
1999.5	2000.5	2000 1984	année	2000	année	1984	1	2066
2000.5	2001.5	2001 1984	année	2001	année	1984	1	2117
2001.5	2002.5	2002 1984	année	2002	année	1984	1	2168
2002.5	2003.5	2003 1984	année	2003	année	1984	1	2219
2003.5	2004.5	2004 1984	année	2004	année	1984	1	2270
2004.5	2005.5	2005 1984	année	2005	année	1984	1	2321
2005.5	2006.5	2006 1984	année	2006	année	1984	1	2372
2006.5	2007.5	2007 1984	année	2007	année	1984	1	2423
2007.5	2008.5	2008 1984	année	2008	année	1984	1	2474
2008.5	2009.5	2009 1984	année	2009	année	1984	1	2525
2009.5	2010.5	2010 1984	année	2010	année	1984	1	2576
2010.5	2011.5	2011 1984	année	2011	année	1984	1	2627
1959.5	1960.5	1960 1985	année	1960	année	1985	1	26
1960.5	1961.5	1961 1985	année	1961	année	1985	1	77
1961.5	1962.5	1962 1985	année	1962	année	1985	1	128
1962.5	1963.5	1963 1985	année	1963	année	1985	1	179
1963.5	1964.5	1964 1985	année	1964	année	1985	1	230
1964.5	1965.5	1965 1985	année	1965	année	1985	1	281
1965.5	1966.5	1966 1985	année	1966	année	1985	1	332
1966.5	1967.5	1967 1985	année	1967	année	1985	1	383
1967.5	1968.5	1968 1985	année	1968	année	1985	1	434
1968.5	1969.5	1969 1985	année	1969	année	1985	1	485
1969.5	1970.5	1970 1985	année	1970	année	1985	1	536
1970.5	1971.5	1971 1985	année	1971	année	1985	1	587
1971.5	1972.5	1972 1985	année	1972	année	1985	1	638
1972.5	1973.5	1973 1985	année	1973	année	1985	1	689
1973.5	1974.5	1974 1985	année	1974	année	1985	1	740
1974.5	1975.5	1975 1985	année	1975	année	1985	1	791
1975.5	1976.5	1976 1985	année	1976	année	1985	1	842
1976.5	1977.5	1977 1985	année	1977	année	1985	1	893
1977.5	1978.5	1978 1985	année	1978	année	1985	1	944
1978.5	1979.5	1979 1985	année	1979	année	1985	1	995
1979.5	1980.5	1980 1985	année	1980	année	1985	1	1046
1980.5	1981.5	1981 1985	année	1981	année	1985	1	1097
1981.5	1982.5	1982 1985	année	1982	année	1985	1	1148
1982.5	1983.5	1983 1985	année	1983	année	1985	1	1199
1983.5	1984.5	1984 1985	année	1984	année	1985	1	1250
1984.5	1985.5	1	année	1985	année	1985	1	1
1985.5	1986.5	1986 1985	année	1986	année	1985	1	1353
1986.5	1987.5	1987 1985	année	1987	année	1985	1	1404
1987.5	1988.5	1988 1985	année	1988	année	1985	1	1455
1988.5	1989.5	1989 1985	année	1989	année	1985	1	1506
1989.5	1990.5	1990 1985	année	1990	année	1985	1	1557
1990.5	1991.5	1991 1985	année	1991	année	1985	1	1608
1991.5	1992.5	1992 1985	année	1992	année	1985	1	1659
1992.5	1993.5	1993 1985	année	1993	année	1985	1	1710
1993.5	1994.5	1994 1985	année	1994	année	1985	1	1761
1994.5	1995.5	1995 1985	année	1995	année	1985	1	1812
1995.5	1996.5	1996 1985	année	1996	année	1985	1	1863
1996.5	1997.5	1997 1985	année	1997	année	1985	1	1914
1997.5	1998.5	1998 1985	année	1998	année	1985	1	1965
1998.5	1999.5	1999 1985	année	1999	année	1985	1	2016
1999.5	2000.5	2000 1985	année	2000	année	1985	1	2067
2000.5	2001.5	2001 1985	année	2001	année	1985	1	2118
2001.5	2002.5	2002 1985	année	2002	année	1985	1	2169
2002.5	2003.5	2003 1985	année	2003	année	1985	1	2220
2003.5	2004.5	2004 1985	année	2004	année	1985	1	2271
2004.5	2005.5	2005 1985	année	2005	année	1985	1	2322
2005.5	2006.5	2006 1985	année	2006	année	1985	1	2373
2006.5	2007.5	2007 1985	année	2007	année	1985	1	2424
2007.5	2008.5	2008 1985	année	2008	année	1985	1	2475
2008.5	2009.5	2009 1985	année	2009	année	1985	1	2526
2009.5	2010.5	2010 1985	année	2010	année	1985	1	2577
2010.5	2011.5	2011 1985	année	2011	année	1985	1	2628
1959.5	1960.5	1960 1986	année	1960	année	1986	1	27
