x	y	label	key	clickSelects	showSelected1	showSelected2	showSelected3	PANEL	group
2.621	69.515	Bahamas	Bahamas	Bahamas	Bahamas	1992	Amérique latine et Caraïbes	3	15
2.601	69.6311707317073	Bahamas	Bahamas	Bahamas	Bahamas	1993	Amérique latine et Caraïbes	3	15
2.566	69.8130975609756	Bahamas	Bahamas	Bahamas	Bahamas	1994	Amérique latine et Caraïbes	3	15
2.514	70.0563658536585	Bahamas	Bahamas	Bahamas	Bahamas	1995	Amérique latine et Caraïbes	3	15
2.443	70.3480487804878	Bahamas	Bahamas	Bahamas	Bahamas	1996	Amérique latine et Caraïbes	3	15
2.357	70.6627073170732	Bahamas	Bahamas	Bahamas	Bahamas	1997	Amérique latine et Caraïbes	3	15
2.263	70.9828536585366	Bahamas	Bahamas	Bahamas	Bahamas	1998	Amérique latine et Caraïbes	3	15
2.165	71.3034390243903	Bahamas	Bahamas	Bahamas	Bahamas	1999	Amérique latine et Caraïbes	3	15
2.071	71.6282926829268	Bahamas	Bahamas	Bahamas	Bahamas	2000	Amérique latine et Caraïbes	3	15
1.989	71.9696829268293	Bahamas	Bahamas	Bahamas	Bahamas	2001	Amérique latine et Caraïbes	3	15
1.925	72.3384878048781	Bahamas	Bahamas	Bahamas	Bahamas	2002	Amérique latine et Caraïbes	3	15
1.881	72.7371707317073	Bahamas	Bahamas	Bahamas	Bahamas	2003	Amérique latine et Caraïbes	3	15
1.858	73.1578292682927	Bahamas	Bahamas	Bahamas	Bahamas	2004	Amérique latine et Caraïbes	3	15
1.854	73.5836585365854	Bahamas	Bahamas	Bahamas	Bahamas	2005	Amérique latine et Caraïbes	3	15
1.862	73.9919268292683	Bahamas	Bahamas	Bahamas	Bahamas	2006	Amérique latine et Caraïbes	3	15
1.876	74.3654390243903	Bahamas	Bahamas	Bahamas	Bahamas	2007	Amérique latine et Caraïbes	3	15
1.888	74.6938536585366	Bahamas	Bahamas	Bahamas	Bahamas	2008	Amérique latine et Caraïbes	3	15
1.895	74.9752682926829	Bahamas	Bahamas	Bahamas	Bahamas	2009	Amérique latine et Caraïbes	3	15
1.896	75.2221219512195	Bahamas	Bahamas	Bahamas	Bahamas	2010	Amérique latine et Caraïbes	3	15
1.891	75.4522682926829	Bahamas	Bahamas	Bahamas	Bahamas	2011	Amérique latine et Caraïbes	3	15
6.67	37.0762682926829	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1960	Asie du Sud	3	24
6.67	37.314487804878	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1961	Asie du Sud	3	24
6.67	37.5782195121951	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1962	Asie du Sud	3	24
6.67	37.8669512195122	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1963	Asie du Sud	3	24
6.67	38.1816829268293	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1964	Asie du Sud	3	24
6.67	38.5209268292683	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1965	Asie du Sud	3	24
6.67	38.8856585365854	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1966	Asie du Sud	3	24
6.67	39.2753658536585	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1967	Asie du Sud	3	24
6.67	39.6885609756098	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1968	Asie du Sud	3	24
6.67	40.1257317073171	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1969	Asie du Sud	3	24
6.671	40.5863658536585	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1970	Asie du Sud	3	24
6.674	41.072	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1971	Asie du Sud	3	24
6.679	41.5821219512195	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1972	Asie du Sud	3	24
6.685	42.115756097561	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1973	Asie du Sud	3	24
6.69	42.6708780487805	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1974	Asie du Sud	3	24
6.692	43.2459756097561	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1975	Asie du Sud	3	24
6.685	43.8425365853659	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1976	Asie du Sud	3	24
6.668	44.4570487804878	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1977	Asie du Sud	3	24
6.64	45.086	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1978	Asie du Sud	3	24
6.601	45.7233902439024	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1979	Asie du Sud	3	24
6.553	46.3592195121951	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1980	Asie du Sud	3	24
6.501	46.9834878048781	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1981	Asie du Sud	3	24
6.449	47.5907073170732	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1982	Asie du Sud	3	24
6.399	48.1824146341464	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1983	Asie du Sud	3	24
6.348	48.7621219512195	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1984	Asie du Sud	3	24
6.292	49.3393658536585	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1985	Asie du Sud	3	24
6.225	49.9257073170732	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1986	Asie du Sud	3	24
6.141	50.5361463414634	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1987	Asie du Sud	3	24
6.036	51.1797073170732	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1988	Asie du Sud	3	24
5.907	51.8628780487805	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1989	Asie du Sud	3	24
5.753	52.5896341463415	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1990	Asie du Sud	3	24
5.573	53.3589512195122	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1991	Asie du Sud	3	24
5.372	54.1637804878049	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1992	Asie du Sud	3	24
5.155	54.9941219512195	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1993	Asie du Sud	3	24
4.929	55.8469756097561	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1994	Asie du Sud	3	24
4.7	56.7233902439024	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1995	Asie du Sud	3	24
4.474	57.6294390243903	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1996	Asie du Sud	3	24
4.256	58.5621463414634	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1997	Asie du Sud	3	24
4.048	59.5100487804878	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1998	Asie du Sud	3	24
3.855	60.4560975609756	Bhoutan	Bhoutan	Bhoutan	Bhoutan	1999	Asie du Sud	3	24
3.676	61.3742195121951	Bhoutan	Bhoutan	Bhoutan	Bhoutan	2000	Asie du Sud	3	24
3.51	62.2373170731707	Bhoutan	Bhoutan	Bhoutan	Bhoutan	2001	Asie du Sud	3	24
3.352	63.0268048780488	Bhoutan	Bhoutan	Bhoutan	Bhoutan	2002	Asie du Sud	3	24
3.199	63.7316097560976	Bhoutan	Bhoutan	Bhoutan	Bhoutan	2003	Asie du Sud	3	24
3.053	64.3482195121951	Bhoutan	Bhoutan	Bhoutan	Bhoutan	2004	Asie du Sud	3	24
2.914	64.8806341463415	Bhoutan	Bhoutan	Bhoutan	Bhoutan	2005	Asie du Sud	3	24
2.785	65.3423902439025	Bhoutan	Bhoutan	Bhoutan	Bhoutan	2006	Asie du Sud	3	24
2.668	65.7590975609756	Bhoutan	Bhoutan	Bhoutan	Bhoutan	2007	Asie du Sud	3	24
2.565	66.1513170731707	Bhoutan	Bhoutan	Bhoutan	Bhoutan	2008	Asie du Sud	3	24
2.476	66.5320487804878	Bhoutan	Bhoutan	Bhoutan	Bhoutan	2009	Asie du Sud	3	24
2.399	66.9088536585366	Bhoutan	Bhoutan	Bhoutan	Bhoutan	2010	Asie du Sud	3	24
2.332	67.2847073170732	Bhoutan	Bhoutan	Bhoutan	Bhoutan	2011	Asie du Sud	3	24
6.615	50.537243902439	Botswana	Botswana	Botswana	Botswana	1960	Afrique subsaharienne	3	27
6.632	50.8976341463415	Botswana	Botswana	Botswana	Botswana	1961	Afrique subsaharienne	3	27
6.649	51.2455365853659	Botswana	Botswana	Botswana	Botswana	1962	Afrique subsaharienne	3	27
6.666	51.5844146341463	Botswana	Botswana	Botswana	Botswana	1963	Afrique subsaharienne	3	27
6.681	51.921756097561	Botswana	Botswana	Botswana	Botswana	1964	Afrique subsaharienne	3	27
6.693	52.2675365853659	Botswana	Botswana	Botswana	Botswana	1965	Afrique subsaharienne	3	27
6.698	52.6327073170732	Botswana	Botswana	Botswana	Botswana	1966	Afrique subsaharienne	3	27
6.696	53.026243902439	Botswana	Botswana	Botswana	Botswana	1967	Afrique subsaharienne	3	27
6.686	53.4566341463415	Botswana	Botswana	Botswana	Botswana	1968	Afrique subsaharienne	3	27
6.667	53.9278780487805	Botswana	Botswana	Botswana	Botswana	1969	Afrique subsaharienne	3	27
6.641	54.4444634146342	Botswana	Botswana	Botswana	Botswana	1970	Afrique subsaharienne	3	27
6.611	55.0094146341463	Botswana	Botswana	Botswana	Botswana	1971	Afrique subsaharienne	3	27
6.579	55.6137317073171	Botswana	Botswana	Botswana	Botswana	1972	Afrique subsaharienne	3	27
6.546	56.246	Botswana	Botswana	Botswana	Botswana	1973	Afrique subsaharienne	3	27
6.512	56.8957317073171	Botswana	Botswana	Botswana	Botswana	1974	Afrique subsaharienne	3	27
6.477	57.5469756097561	Botswana	Botswana	Botswana	Botswana	1975	Afrique subsaharienne	3	27
6.44	58.186756097561	Botswana	Botswana	Botswana	Botswana	1976	Afrique subsaharienne	3	27
6.399	58.8030975609756	Botswana	Botswana	Botswana	Botswana	1977	Afrique subsaharienne	3	27
6.35	59.3890243902439	Botswana	Botswana	Botswana	Botswana	1978	Afrique subsaharienne	3	27
6.291	59.9385609756098	Botswana	Botswana	Botswana	Botswana	1979	Afrique subsaharienne	3	27
6.217	60.4592195121951	Botswana	Botswana	Botswana	Botswana	1980	Afrique subsaharienne	3	27
6.125	60.9659512195122	Botswana	Botswana	Botswana	Botswana	1981	Afrique subsaharienne	3	27
6.012	61.4692682926829	Botswana	Botswana	Botswana	Botswana	1982	Afrique subsaharienne	3	27
5.88	61.9666585365854	Botswana	Botswana	Botswana	Botswana	1983	Afrique subsaharienne	3	27
5.731	62.4456341463415	Botswana	Botswana	Botswana	Botswana	1984	Afrique subsaharienne	3	27
5.567	62.9001463414634	Botswana	Botswana	Botswana	Botswana	1985	Afrique subsaharienne	3	27
5.393	63.3241951219512	Botswana	Botswana	Botswana	Botswana	1986	Afrique subsaharienne	3	27
5.214	63.6917804878049	Botswana	Botswana	Botswana	Botswana	1987	Afrique subsaharienne	3	27
5.036	63.9629756097561	Botswana	Botswana	Botswana	Botswana	1988	Afrique subsaharienne	3	27
4.863	64.0963902439024	Botswana	Botswana	Botswana	Botswana	1989	Afrique subsaharienne	3	27
4.698	64.0171707317073	Botswana	Botswana	Botswana	Botswana	1990	Afrique subsaharienne	3	27
4.542	63.648	Botswana	Botswana	Botswana	Botswana	1991	Afrique subsaharienne	3	27
4.394	62.966	Botswana	Botswana	Botswana	Botswana	1992	Afrique subsaharienne	3	27
4.252	61.9767073170732	Botswana	Botswana	Botswana	Botswana	1993	Afrique subsaharienne	3	27
4.117	60.7116341463415	Botswana	Botswana	Botswana	Botswana	1994	Afrique subsaharienne	3	27
3.989	59.1978048780488	Botswana	Botswana	Botswana	Botswana	1995	Afrique subsaharienne	3	27
3.866	57.4776585365854	Botswana	Botswana	Botswana	Botswana	1996	Afrique subsaharienne	3	27
3.746	55.6515365853659	Botswana	Botswana	Botswana	Botswana	1997	Afrique subsaharienne	3	27
3.631	53.8417073170732	Botswana	Botswana	Botswana	Botswana	1998	Afrique subsaharienne	3	27
3.519	52.1589512195122	Botswana	Botswana	Botswana	Botswana	1999	Afrique subsaharienne	3	27
3.414	50.765487804878	Botswana	Botswana	Botswana	Botswana	2000	Afrique subsaharienne	3	27
3.316	49.8115609756098	Botswana	Botswana	Botswana	Botswana	2001	Afrique subsaharienne	3	27
3.228	49.3375365853659	Botswana	Botswana	Botswana	Botswana	2002	Afrique subsaharienne	3	27
3.149	49.3273414634146	Botswana	Botswana	Botswana	Botswana	2003	Afrique subsaharienne	3	27
3.08	49.7374878048781	Botswana	Botswana	Botswana	Botswana	2004	Afrique subsaharienne	3	27
3.019	50.4465609756098	Botswana	Botswana	Botswana	Botswana	2005	Afrique subsaharienne	3	27
2.963	51.2843170731707	Botswana	Botswana	Botswana	Botswana	2006	Afrique subsaharienne	3	27
2.91	52.0689512195122	Botswana	Botswana	Botswana	Botswana	2007	Afrique subsaharienne	3	27
2.857	52.6636829268293	Botswana	Botswana	Botswana	Botswana	2008	Afrique subsaharienne	3	27
2.804	53.0115365853659	Botswana	Botswana	Botswana	Botswana	2009	Afrique subsaharienne	3	27
2.75	53.109512195122	Botswana	Botswana	Botswana	Botswana	2010	Afrique subsaharienne	3	27
2.696	53.0184878048781	Botswana	Botswana	Botswana	Botswana	2011	Afrique subsaharienne	3	27
2.67	68.2738780487805	Bélarus	Bélarus	Bélarus	Bélarus	1960	Europe et Asie centrale	3	19
2.59	68.5559268292683	Bélarus	Bélarus	Bélarus	Bélarus	1961	Europe et Asie centrale	3	19
2.5	68.8120487804878	Bélarus	Bélarus	Bélarus	Bélarus	1962	Europe et Asie centrale	3	19
2.4	69.0442195121951	Bélarus	Bélarus	Bélarus	Bélarus	1963	Europe et Asie centrale	3	19
2.31	69.2564390243903	Bélarus	Bélarus	Bélarus	Bélarus	1964	Europe et Asie centrale	3	19
2.27	69.4581951219512	Bélarus	Bélarus	Bélarus	Bélarus	1965	Europe et Asie centrale	3	19
2.29	69.6619756097561	Bélarus	Bélarus	Bélarus	Bélarus	1966	Europe et Asie centrale	3	19
2.26	69.873756097561	Bélarus	Bélarus	Bélarus	Bélarus	1967	Europe et Asie centrale	3	19
2.22	70.0934634146341	Bélarus	Bélarus	Bélarus	Bélarus	1968	Europe et Asie centrale	3	19
2.26	70.3150487804878	Bélarus	Bélarus	Bélarus	Bélarus	1969	Europe et Asie centrale	3	19
2.31	70.5228780487805	Bélarus	Bélarus	Bélarus	Bélarus	1970	Europe et Asie centrale	3	19
2.31	70.6958048780488	Bélarus	Bélarus	Bélarus	Bélarus	1971	Europe et Asie centrale	3	19
2.28	70.8183170731707	Bélarus	Bélarus	Bélarus	Bélarus	1972	Europe et Asie centrale	3	19
2.25	70.8809268292683	Bélarus	Bélarus	Bélarus	Bélarus	1973	Europe et Asie centrale	3	19
2.21	70.8837317073171	Bélarus	Bélarus	Bélarus	Bélarus	1974	Europe et Asie centrale	3	19
2.17	70.8328780487805	Bélarus	Bélarus	Bélarus	Bélarus	1975	Europe et Asie centrale	3	19
2.12	70.7385853658537	Bélarus	Bélarus	Bélarus	Bélarus	1976	Europe et Asie centrale	3	19
2.08	70.6220243902439	Bélarus	Bélarus	Bélarus	Bélarus	1977	Europe et Asie centrale	3	19
2.06	70.5043658536585	Bélarus	Bélarus	Bélarus	Bélarus	1978	Europe et Asie centrale	3	19
2.05	70.4017073170732	Bélarus	Bélarus	Bélarus	Bélarus	1979	Europe et Asie centrale	3	19
2.03	70.3346585365854	Bélarus	Bélarus	Bélarus	Bélarus	1980	Europe et Asie centrale	3	19
2.02	70.3248048780488	Bélarus	Bélarus	Bélarus	Bélarus	1981	Europe et Asie centrale	3	19
2.05	70.3704878048781	Bélarus	Bélarus	Bélarus	Bélarus	1982	Europe et Asie centrale	3	19
2.11	70.4620243902439	Bélarus	Bélarus	Bélarus	Bélarus	1983	Europe et Asie centrale	3	19
2.11	70.5851707317073	Bélarus	Bélarus	Bélarus	Bélarus	1984	Europe et Asie centrale	3	19
2.09	70.9926829268293	Bélarus	Bélarus	Bélarus	Bélarus	1985	Europe et Asie centrale	3	19
2.09	71.549512195122	Bélarus	Bélarus	Bélarus	Bélarus	1986	Europe et Asie centrale	3	19
2.03	70.990243902439	Bélarus	Bélarus	Bélarus	Bélarus	1987	Europe et Asie centrale	3	19
2.04	71.3414634146341	Bélarus	Bélarus	Bélarus	Bélarus	1988	Europe et Asie centrale	3	19
2.03	71.5878048780488	Bélarus	Bélarus	Bélarus	Bélarus	1989	Europe et Asie centrale	3	19
1.91	70.8365853658537	Bélarus	Bélarus	Bélarus	Bélarus	1990	Europe et Asie centrale	3	19
1.8	70.3780487804878	Bélarus	Bélarus	Bélarus	Bélarus	1991	Europe et Asie centrale	3	19
1.75	70.0219512195122	Bélarus	Bélarus	Bélarus	Bélarus	1992	Europe et Asie centrale	3	19
1.61	68.9707317073171	Bélarus	Bélarus	Bélarus	Bélarus	1993	Europe et Asie centrale	3	19
1.51	68.7682926829268	Bélarus	Bélarus	Bélarus	Bélarus	1994	Europe et Asie centrale	3	19
1.386	68.4609756097561	Bélarus	Bélarus	Bélarus	Bélarus	1995	Europe et Asie centrale	3	19
1.31	68.6121951219512	Bélarus	Bélarus	Bélarus	Bélarus	1996	Europe et Asie centrale	3	19
1.23	68.4609756097561	Bélarus	Bélarus	Bélarus	Bélarus	1997	Europe et Asie centrale	3	19
1.27	68.4073170731707	Bélarus	Bélarus	Bélarus	Bélarus	1998	Europe et Asie centrale	3	19
1.31	67.9073170731707	Bélarus	Bélarus	Bélarus	Bélarus	1999	Europe et Asie centrale	3	19
1.31	68.9121951219512	Bélarus	Bélarus	Bélarus	Bélarus	2000	Europe et Asie centrale	3	19
1.27	68.5073170731707	Bélarus	Bélarus	Bélarus	Bélarus	2001	Europe et Asie centrale	3	19
1.22	68.0560975609756	Bélarus	Bélarus	Bélarus	Bélarus	2002	Europe et Asie centrale	3	19
1.21	68.5536585365854	Bélarus	Bélarus	Bélarus	Bélarus	2003	Europe et Asie centrale	3	19
1.2	68.9560975609756	Bélarus	Bélarus	Bélarus	Bélarus	2004	Europe et Asie centrale	3	19
1.21	68.8512195121951	Bélarus	Bélarus	Bélarus	Bélarus	2005	Europe et Asie centrale	3	19
1.287	69.4048780487805	Bélarus	Bélarus	Bélarus	Bélarus	2006	Europe et Asie centrale	3	19
1.37	70.2034146341464	Bélarus	Bélarus	Bélarus	Bélarus	2007	Europe et Asie centrale	3	19
1.42	70.4560975609756	Bélarus	Bélarus	Bélarus	Bélarus	2008	Europe et Asie centrale	3	19
1.42	70.4073170731707	Bélarus	Bélarus	Bélarus	Bélarus	2009	Europe et Asie centrale	3	19
1.44	70.4048780487805	Bélarus	Bélarus	Bélarus	Bélarus	2010	Europe et Asie centrale	3	19
1.51	70.6512195121951	Bélarus	Bélarus	Bélarus	Bélarus	2011	Europe et Asie centrale	3	19
6.5	60.8958536585366	Belize	Belize	Belize	Belize	1960	Amérique latine et Caraïbes	3	21
6.48	61.3918048780488	Belize	Belize	Belize	Belize	1961	Amérique latine et Caraïbes	3	21
6.46	61.8984878048781	Belize	Belize	Belize	Belize	1962	Amérique latine et Caraïbes	3	21
6.44	62.4154390243903	Belize	Belize	Belize	Belize	1963	Amérique latine et Caraïbes	3	21
6.42	62.9436097560976	Belize	Belize	Belize	Belize	1964	Amérique latine et Caraïbes	3	21
6.4	63.4774146341463	Belize	Belize	Belize	Belize	1965	Amérique latine et Caraïbes	3	21
6.379	64.0121707317073	Belize	Belize	Belize	Belize	1966	Amérique latine et Caraïbes	3	21
6.358	64.5417317073171	Belize	Belize	Belize	Belize	1967	Amérique latine et Caraïbes	3	21
6.337	65.0579756097561	Belize	Belize	Belize	Belize	1968	Amérique latine et Caraïbes	3	21
6.316	65.5598780487805	Belize	Belize	Belize	Belize	1969	Amérique latine et Caraïbes	3	21
6.299	66.0439512195122	Belize	Belize	Belize	Belize	1970	Amérique latine et Caraïbes	3	21
6.288	66.512756097561	Belize	Belize	Belize	Belize	1971	Amérique latine et Caraïbes	3	21
6.284	66.9684390243903	Belize	Belize	Belize	Belize	1972	Amérique latine et Caraïbes	3	21
6.285	67.4126097560976	Belize	Belize	Belize	Belize	1973	Amérique latine et Caraïbes	3	21
6.287	67.8458048780488	Belize	Belize	Belize	Belize	1974	Amérique latine et Caraïbes	3	21
6.278	68.2665609756098	Belize	Belize	Belize	Belize	1975	Amérique latine et Caraïbes	3	21
6.25	68.6743658536585	Belize	Belize	Belize	Belize	1976	Amérique latine et Caraïbes	3	21
6.195	69.0681951219512	Belize	Belize	Belize	Belize	1977	Amérique latine et Caraïbes	3	21
6.109	69.4454878048781	Belize	Belize	Belize	Belize	1978	Amérique latine et Caraïbes	3	21
5.992	69.805756097561	Belize	Belize	Belize	Belize	1979	Amérique latine et Caraïbes	3	21
5.849	70.147	Belize	Belize	Belize	Belize	1980	Amérique latine et Caraïbes	3	21
5.684	70.4672926829268	Belize	Belize	Belize	Belize	1981	Amérique latine et Caraïbes	3	21
5.51	70.7670975609756	Belize	Belize	Belize	Belize	1982	Amérique latine et Caraïbes	3	21
5.336	71.0464146341463	Belize	Belize	Belize	Belize	1983	Amérique latine et Caraïbes	3	21
5.17	71.3051951219512	Belize	Belize	Belize	Belize	1984	Amérique latine et Caraïbes	3	21
5.019	71.5438048780488	Belize	Belize	Belize	Belize	1985	Amérique latine et Caraïbes	3	21
4.886	71.7636097560976	Belize	Belize	Belize	Belize	1986	Amérique latine et Caraïbes	3	21
4.771	71.9660731707317	Belize	Belize	Belize	Belize	1987	Amérique latine et Caraïbes	3	21
4.671	72.1526829268293	Belize	Belize	Belize	Belize	1988	Amérique latine et Caraïbes	3	21
4.584	72.3260487804878	Belize	Belize	Belize	Belize	1989	Amérique latine et Caraïbes	3	21
4.508	72.4868048780488	Belize	Belize	Belize	Belize	1990	Amérique latine et Caraïbes	3	21
4.436	72.6361707317073	Belize	Belize	Belize	Belize	1991	Amérique latine et Caraïbes	3	21
4.363	72.7738536585366	Belize	Belize	Belize	Belize	1992	Amérique latine et Caraïbes	3	21
4.286	72.901	Belize	Belize	Belize	Belize	1993	Amérique latine et Caraïbes	3	21
4.201	73.0197317073171	Belize	Belize	Belize	Belize	1994	Amérique latine et Caraïbes	3	21
4.108	73.1276097560976	Belize	Belize	Belize	Belize	1995	Amérique latine et Caraïbes	3	21
4.008	73.2211463414634	Belize	Belize	Belize	Belize	1996	Amérique latine et Caraïbes	3	21
3.905	73.3007073170732	Belize	Belize	Belize	Belize	1997	Amérique latine et Caraïbes	3	21
3.8	73.3726341463415	Belize	Belize	Belize	Belize	1998	Amérique latine et Caraïbes	3	21
3.696	73.4443170731708	Belize	Belize	Belize	Belize	1999	Amérique latine et Caraïbes	3	21
3.594	73.5311219512195	Belize	Belize	Belize	Belize	2000	Amérique latine et Caraïbes	3	21
3.493	73.6489268292683	Belize	Belize	Belize	Belize	2001	Amérique latine et Caraïbes	3	21
3.396	73.8086341463415	Belize	Belize	Belize	Belize	2002	Amérique latine et Caraïbes	3	21
3.301	74.0136585365854	Belize	Belize	Belize	Belize	2003	Amérique latine et Caraïbes	3	21
3.209	74.2599268292683	Belize	Belize	Belize	Belize	2004	Amérique latine et Caraïbes	3	21
3.124	74.5368780487805	Belize	Belize	Belize	Belize	2005	Amérique latine et Caraïbes	3	21
3.044	74.827	Belize	Belize	Belize	Belize	2006	Amérique latine et Caraïbes	3	21
2.971	75.1118536585366	Belize	Belize	Belize	Belize	2007	Amérique latine et Caraïbes	3	21
2.905	75.377512195122	Belize	Belize	Belize	Belize	2008	Amérique latine et Caraïbes	3	21
2.845	75.618512195122	Belize	Belize	Belize	Belize	2009	Amérique latine et Caraïbes	3	21
2.79	75.8399512195122	Belize	Belize	Belize	Belize	2010	Amérique latine et Caraïbes	3	21
2.741	76.0529024390244	Belize	Belize	Belize	Belize	2011	Amérique latine et Caraïbes	3	21
3.811	71.1331707317073	Canada	Canada	Canada	Canada	1960	Amérique du Nord	3	35
3.753	71.3460975609756	Canada	Canada	Canada	Canada	1961	Amérique du Nord	3	35
3.681	71.3670731707317	Canada	Canada	Canada	Canada	1962	Amérique du Nord	3	35
3.607	71.3807317073171	Canada	Canada	Canada	Canada	1963	Amérique du Nord	3	35
3.456	71.7763414634146	Canada	Canada	Canada	Canada	1964	Amérique du Nord	3	35
3.115	71.8721951219512	Canada	Canada	Canada	Canada	1965	Amérique du Nord	3	35
2.749	72.0043902439024	Canada	Canada	Canada	Canada	1966	Amérique du Nord	3	35
2.528	72.2078048780488	Canada	Canada	Canada	Canada	1967	Amérique du Nord	3	35
2.386	72.3534146341463	Canada	Canada	Canada	Canada	1968	Amérique du Nord	3	35
2.334	72.5014634146341	Canada	Canada	Canada	Canada	1969	Amérique du Nord	3	35
2.258	72.7004878048781	Canada	Canada	Canada	Canada	1970	Amérique du Nord	3	35
2.141	73.0292682926829	Canada	Canada	Canada	Canada	1971	Amérique du Nord	3	35
1.98	72.9339024390244	Canada	Canada	Canada	Canada	1972	Amérique du Nord	3	35
1.89	73.1626829268293	Canada	Canada	Canada	Canada	1973	Amérique du Nord	3	35
1.837	73.2375609756098	Canada	Canada	Canada	Canada	1974	Amérique du Nord	3	35
1.824	73.5217073170732	Canada	Canada	Canada	Canada	1975	Amérique du Nord	3	35
1.796	73.8560975609756	Canada	Canada	Canada	Canada	1976	Amérique du Nord	3	35
1.782	74.2156097560976	Canada	Canada	Canada	Canada	1977	Amérique du Nord	3	35
1.768	74.529756097561	Canada	Canada	Canada	Canada	1978	Amérique du Nord	3	35
1.754	74.8663414634146	Canada	Canada	Canada	Canada	1979	Amérique du Nord	3	35
1.74	75.0780487804878	Canada	Canada	Canada	Canada	1980	Amérique du Nord	3	35
1.7	75.4785365853659	Canada	Canada	Canada	Canada	1981	Amérique du Nord	3	35
1.69	75.6804878048781	Canada	Canada	Canada	Canada	1982	Amérique du Nord	3	35
1.68	76.0363414634146	Canada	Canada	Canada	Canada	1983	Amérique du Nord	3	35
1.65	76.3175609756098	Canada	Canada	Canada	Canada	1984	Amérique du Nord	3	35
1.67	76.3034146341464	Canada	Canada	Canada	Canada	1985	Amérique du Nord	3	35
1.675	76.44	Canada	Canada	Canada	Canada	1986	Amérique du Nord	3	35
1.68	76.739512195122	Canada	Canada	Canada	Canada	1987	Amérique du Nord	3	35
1.68	76.8092682926829	Canada	Canada	Canada	Canada	1988	Amérique du Nord	3	35
1.77	77.0656097560976	Canada	Canada	Canada	Canada	1989	Amérique du Nord	3	35
1.83	77.3770731707317	Canada	Canada	Canada	Canada	1990	Amérique du Nord	3	35
1.7	77.5534146341464	Canada	Canada	Canada	Canada	1991	Amérique du Nord	3	35
1.71	77.3207317073171	Canada	Canada	Canada	Canada	1992	Amérique du Nord	3	35
1.7	77.6851219512195	Canada	Canada	Canada	Canada	1993	Amérique du Nord	3	35
1.6695	77.8619512195122	Canada	Canada	Canada	Canada	1994	Amérique du Nord	3	35
1.639	77.9775609756098	Canada	Canada	Canada	Canada	1995	Amérique du Nord	3	35
1.592	78.2304878048781	Canada	Canada	Canada	Canada	1996	Amérique du Nord	3	35
1.55	78.4804878048781	Canada	Canada	Canada	Canada	1997	Amérique du Nord	3	35
1.53	78.6624390243902	Canada	Canada	Canada	Canada	1998	Amérique du Nord	3	35
1.51	78.8829268292683	Canada	Canada	Canada	Canada	1999	Amérique du Nord	3	35
1.49	79.2365853658537	Canada	Canada	Canada	Canada	2000	Amérique du Nord	3	35
1.505	79.4878048780488	Canada	Canada	Canada	Canada	2001	Amérique du Nord	3	35
1.52	79.590243902439	Canada	Canada	Canada	Canada	2002	Amérique du Nord	3	35
1.53	79.8390243902439	Canada	Canada	Canada	Canada	2003	Amérique du Nord	3	35
1.53	80.1414634146341	Canada	Canada	Canada	Canada	2004	Amérique du Nord	3	35
1.54	80.2926829268293	Canada	Canada	Canada	Canada	2005	Amérique du Nord	3	35
